-1.416107	0.337111
-1.436242	0.325486
-1.456376	0.313862
-1.476510	0.302237
-1.496644	0.290613
-1.516779	0.278988
-1.536913	0.267364
-1.557047	0.255739
-1.577181	0.244115
-1.597315	0.232490
-1.617450	0.220866
-1.637584	0.209241
-1.657718	0.197617
-1.677852	0.185992
-1.697987	0.174368
-1.718121	0.162743
-1.738255	0.151119
-1.758389	0.139494
-1.778523	0.127870
-1.798658	0.116245
-1.818792	0.104621
-1.838926	0.092996
-1.859060	0.081372
-1.879195	0.069747
-1.899329	0.058123
-1.919463	0.046498
-1.939597	0.034874
-1.959732	0.023249
-1.979866	0.011625
-2.000000	0.000000
-1.979866	-0.011625
-1.959732	-0.023249
-1.939597	-0.034874
-1.919463	-0.046498
-1.899329	-0.058123
-1.879195	-0.069747
-1.859060	-0.081372
-1.838926	-0.092996
-1.818792	-0.104621
-1.798658	-0.116245
-1.778523	-0.127870
-1.758389	-0.139494
-1.738255	-0.151119
-1.718121	-0.162743
-1.697987	-0.174368
-1.677852	-0.185992
-1.657718	-0.197617
-1.637584	-0.209241
-1.617450	-0.220866
-1.597315	-0.232490
-1.577181	-0.244115
-1.557047	-0.255739
-1.536913	-0.267364
-1.516779	-0.278988
-1.496644	-0.290613
-1.476510	-0.302237
-1.456376	-0.313862
-1.436242	-0.325486
-1.416107	-0.337111
-1.395973	-0.348735
-1.375839	-0.360360
-1.355705	-0.371984
-1.335570	-0.383609
-1.315436	-0.395233
-1.295302	-0.406858
-1.275168	-0.418482
-1.255034	-0.430107
-1.234899	-0.441731
-1.214765	-0.453356
-1.194631	-0.464980
-1.174497	-0.476605
-1.154362	-0.488229
-1.134228	-0.499854
-1.114094	-0.511478
-1.093960	-0.523103
-1.073826	-0.534727
-1.053691	-0.546352
-1.033557	-0.557976
-1.013423	-0.569601
-0.993289	-0.581225
-0.973154	-0.592850
-0.953020	-0.604474
-0.932886	-0.616099
-0.912752	-0.627723
-0.892617	-0.639348
-0.872483	-0.650972
-0.852349	-0.662597
-0.832215	-0.674221
-0.812081	-0.685846
-0.791946	-0.697470
-0.771812	-0.709095
-0.751678	-0.720719
-0.731544	-0.732344
-0.711409	-0.743968
-0.691275	-0.755593
-0.671141	-0.767217
-0.651007	-0.778842
-0.630872	-0.790466
-0.610738	-0.802091
-0.590604	-0.813715
-0.570470	-0.825340
-0.550336	-0.836964
-0.530201	-0.848589
-0.510067	-0.860213
-0.489933	-0.871838
-0.469799	-0.883462
-0.449664	-0.895087
-0.429530	-0.906711
-0.409396	-0.918336
-0.389262	-0.929960
-0.369128	-0.941585
-0.348993	-0.953209
-0.328859	-0.964834
-0.308725	-0.976458
-0.288591	-0.988083
-0.268456	-0.999707
-0.248322	-1.011332
-0.228188	-1.022956
-0.208054	-1.034581
-0.187919	-1.046205
-0.167785	-1.057830
-0.147651	-1.069454
-0.127517	-1.081079
-0.107383	-1.092703
-0.087248	-1.104328
-0.067114	-1.115952
-0.046980	-1.127577
-0.026846	-1.139201
-0.006711	-1.150826
0.013423	-1.162450
0.033557	-1.174075
0.053691	-1.185699
0.073826	-1.197324
0.093960	-1.208948
0.114094	-1.220573
0.134228	-1.232197
0.154362	-1.243822
0.174497	-1.255446
0.194631	-1.267071
0.214765	-1.278695
0.234899	-1.290320
0.255034	-1.301944
0.275168	-1.313569
0.295302	-1.325193
0.315436	-1.336818
0.335570	-1.348442
0.355705	-1.360067
0.375839	-1.371691
0.395973	-1.383316
0.416107	-1.394940
0.436242	-1.406565
0.456376	-1.418189
0.476510	-1.429814
0.496644	-1.441438
0.516779	-1.453063
0.536913	-1.464687
0.557047	-1.476312
0.577181	-1.487936
0.597315	-1.499561
0.617450	-1.511185
0.637584	-1.522810
0.657718	-1.534434
0.677852	-1.546059
0.697987	-1.557683
0.718121	-1.569308
0.738255	-1.580932
0.758389	-1.592557
0.778523	-1.604181
0.798658	-1.615806
0.818792	-1.627430
0.838926	-1.639055
0.859060	-1.650679
0.879195	-1.662304
0.899329	-1.673928
0.919463	-1.685553
0.939597	-1.697177
0.959732	-1.708802
0.979866	-1.720426
1.000000	-1.732051
end
